"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP SN220 Series - Secure Element with Crypto Library B0.1 C13 and B0.1 C37","NXP Semiconductors Germany GmbH","NL","EAL6+,ALC_FLR.1,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","10/21/2022","10/21/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0258298_3-CR-3.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0258298_3-STlite_v1_5.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST31N600 A01","STMicroelectronics","FR","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","10/21/2022","10/21/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022-21.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible_anssi-cc-2022_21.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Security Controller M7893 B11 with optional RSA2048 v2.03.008, SHA-2 V1.01, Toolbox v2.03.008 and with specific IC dedicated software (firmware)","Infineon Technologies AG","DE","EAL6+,ALC_FLR.1","SECURITY_IC_V1.0","10/19/2022","10/19/2027","http://www.commoncriteriaportal.org:80/files/epfiles/0879V5a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0879V5b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MaskTech ePP Applet on Secora ID S v1.1","MaskTech International GmbH","NL","EAL5,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_BA_V1.10,MRTD_SAC_PACEV2_V1.0","10/18/2022","10/18/2027","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0299277-cr-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0299277-stlite-1.2.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MaskTech eSign Applet on Secora ID S v1.1","MaskTech International GmbH","NL","EAL5+,ALC_DVS.2,AVA_VAN.5","PP_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2,PP_SSCD_PART5_V1.0.1,PP_SSCD_PART6_V1.0.4","10/18/2022","10/18/2027","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0299278-cr-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0299278-stlite-1.2.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MultiApp V5.0 Java Card Virtual Machine","THALES DIS FRANCE SA","FR","EAL7","","10/17/2022","10/17/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_37.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2022_37en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Qualcomm Secure Processor Unit SPU260 (Version: 5.0) in SM8450 SoC (Qualcomm® Snapdragon™ 8 Gen1) with TME (Version 1.0.1) and symmetric and asymmetric crypto support","Qualcomm Technologies Inc.","NL","EAL4+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","10/16/2022","11/16/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0436062-CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0436062-STLite_revAC.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ChipDoc v3.1 on JCOP 4 P71 in ICAO BAC configuration (v2)","NXP Semiconductors","FR","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_BA_V1.10","09/28/2022","06/03/2026","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_18v2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_18v2.pdf","09/28/2022","ANSSI-CC-2021/18v2-M01","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_18v2-m01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_18v2-m01.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ChipDoc v3.1 on JCOP 4 P71 in ICAO BAC configuration (v2)","NXP Semiconductors","FR","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_BA_V1.10","09/28/2022","06/03/2026","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_18v2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_18v2.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ChipDoc v3.1 on JCOP 4 P71 in ICAO EAC (1&2) with PACE configuration (v2)","NXP Semiconductors","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3","09/28/2022","06/03/2026","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_19v2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_19v2.pdf","09/28/2022","ANSSI-CC-2021/19v2-M01","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_19v2-m01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_19v2-m01.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ChipDoc v3.1 on JCOP 4 P71 in ICAO EAC (1&2) with PACE configuration (v2)","NXP Semiconductors","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3","09/28/2022","06/03/2026","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_19v2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_19v2.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ChipDoc v3.1 on JCOP 4 P71 in SSCD configuration (v2)","NXP Semiconductors","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","PP_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2,PP_SSCD_PART5_V1.0.1,PP_SSCD_PART6_V1.0.4","09/28/2022","06/03/2026","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_20v2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_20v2.pdf","09/28/2022","ANSSI-CC-2021/20v2-M01","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_20v2-m01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_20v2-m01.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ChipDoc v3.1 on JCOP 4 P71 in SSCD configuration (v2)","NXP Semiconductors","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","PP_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2,PP_SSCD_PART5_V1.0.1,PP_SSCD_PART6_V1.0.4","09/28/2022","06/03/2026","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_20v2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_20v2.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3D384C/ S3D352C/ S3D300C/ S3D264C/ S3D232C/ S3K384C Microcontroller","Samsung","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","09/28/2022","09/28/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_56-r01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_56-r01.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP on SN100.C25 Secure Element","NXP Semiconductors","NL","EAL5+,ALC_DVS.2,ALC_FLR.1,ASE_TSS.2,AVA_VAN.5","BSI-PP-0099-V2","09/20/2022","09/20/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-195714-CR4-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-195714_4-STLitev4.3.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP 4 P71","NXP Semiconductors","NL","EAL6+,ALC_FLR.1,ASE_TSS.2","BSI-PP-0099-V2","09/19/2022","09/19/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-180212-CR5-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-180212_5-ST Lite_v4.8.pdf","01/23/2023","Assurance Continuity Maintenance Report JCOP 4 P71","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-180212-5MA1-1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-180212_5m1-STLite.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP 4 P71","NXP Semiconductors","NL","EAL6+,ALC_FLR.1,ASE_TSS.2","BSI-PP-0099-V2","09/19/2022","09/19/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-180212-CR5-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-180212_5-ST Lite_v4.8.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Thales TESS v3.0 CSP on S3NSN4V","THALES DIS FRANCE SA","NL","EAL4+,ALC_DVS.2,AVA_VAN.5","BSI-PP-0104","09/08/2022","09/08/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0530133-CR-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0530133-STv1.3p.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Thales TESS v3.0 Platform","THALES DIS FRANCE SA","NL","EAL4+,ALC_DVS.2,AVA_VAN.5","GPC_SPE_174","09/08/2022","09/08/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0530096-CR-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0530096-STv1.2p.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller N7121 with IC Dedicated Software and Crypto Library (R1/R2/R3/R4)","NXP Semiconductors Germany GmbH","DE","EAL6+,ASE_TSS.2,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","09/07/2022","09/06/2027","http://www.commoncriteriaportal.org:80/files/epfiles/1136V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1136V3b_pdf.pdf","05/17/2023","NXP Secure Smart Card Controller N7121 with IC Dedicated Software and Crypto Library (R1/R2/R3/R4)","http://www.commoncriteriaportal.org:80/files/epfiles/1136V3ma1a_pdf.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller N7121 with IC Dedicated Software and Crypto Library (R1/R2/R3/R4)","NXP Semiconductors Germany GmbH","DE","EAL6+,ASE_TSS.2,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","09/07/2022","09/06/2027","http://www.commoncriteriaportal.org:80/files/epfiles/1136V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1136V3b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ID-One Cosmo v9.1 embedding VITALE application version 2.1.4","Idemia","FR","EAL4+,ALC_DVS.2,AVA_VAN.5","PP_SSCD_PART4_V1.0.1,PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2,PP_SSCD_PART5_V1.0.1,PP_SSCD_PART6_V1.0.4","09/06/2022","09/06/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_33.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2022_33en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP6.x on SN200.C04 Secure Element","NXP Semiconductors","NL","EAL5+,ALC_DVS.2,ALC_FLR.1,ASE_TSS.2,AVA_VAN.5","JAVA_OC","09/05/2022","09/05/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-235773_3-CR-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-235773_3-STLiteV3.4.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","STARCOS 3.7 COS GKV C3","G&#x2b;D Mobile Security GmbH","DE","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","BSI-CC-PP-0082-V4-2019","09/02/2022","09/02/2027","http://www.commoncriteriaportal.org:80/files/epfiles/1198a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1198b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Giesecke+Devrient MS Sm@rtCafé® Expert 8.0 C1","G&#x2b;D Mobile Security GmbH","NL","EAL6+,ALC_FLR.1","BSI-PP-0099-V2","09/01/2022","09/01/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0289065-CR-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST-Lite G&D][v31]GDMS_SCE_8_0_C1_ASE_v31_Lite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Veridos/Giesecke+Devrient MS Sm@rtCafé® Expert 8.0 C1","Veridos GmbH - Identity Solutions by Giesecke &amp; Devrient and Bundesdruckerei","NL","EAL6+,ALC_FLR.1","BSI-PP-0099-V2","09/01/2022","09/01/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0289060-CR-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST-Lite][v31]Veridos_GDMS_8_0_C1_ASE_v31_Lite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon SECORA™ ID S v1.1 (SLJ52GxxyyyzS)","Infineon Technologies AG","NL","EAL6+,ALC_FLR.1","ANSSI-CC-PP-2010-03","08/30/2022","08/30/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-175887-CR3-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-175887_3-STv2.1.pdf","10/28/2024","Assurance Continuity Maintenance Report","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-175887-3-ma1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-175887-3-ma1-st.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon SECORA™ ID S v1.1 (SLJ52GxxyyyzS)","Infineon Technologies AG","NL","EAL6+,ALC_FLR.1","ANSSI-CC-PP-2010-03","08/30/2022","08/30/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-175887-CR3-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-175887_3-STv2.1.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Arm Integrated Secure Element CryptoIsland-300P, version 1.0","Arm Limited","NL","EAL4+,ALC_DVS.2,ALC_FLR.2,ATE_DPT.2,AVA_VAN.5","BSI-CC-PP-0117-2022","08/17/2022","08/17/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0397801-CR-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/arm_cryptoisland300p_integrated_secure_element_security_target_lite_107611_0000_02_en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","STMicroelectronics ST33K1M5A and ST33K1M5M B01","STMicroelectronics","NL","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","08/17/2022","08/17/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0428014-CR2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SMD_ST33K1M5AM_ST_21_002_vB01_1.pdf","07/28/2023","ST33K1M5A and ST33K1M5M B02","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0428014-2MA1-1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-0428014-2MA1-ST_RevB02.1.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","STMicroelectronics ST33K1M5A and ST33K1M5M B01","STMicroelectronics","NL","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","08/17/2022","08/17/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0428014-CR2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SMD_ST33K1M5AM_ST_21_002_vB01_1.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","STMicroelectronics ST33K1M5C and ST33K1M5T B01","STMicroelectronics","NL","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","08/17/2022","08/17/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0252712-CR3.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SMD_ST33K1M5_ST_21_001_vB01_1.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Tachograph G1, G2V1, G2V2 on IFX_CCI_000039h version 2.2.1.M","THALES DIS FRANCE SA","FR","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","TACHOGRAPHCARD_V1.02,TC_PP","08/16/2022","08/16/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_38fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2022_38en.pdf","12/15/2022","ANSSI-CC-2022/38-M01","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_38-m01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_38-m01_cible.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Tachograph G1, G2V1, G2V2 on IFX_CCI_000039h version 2.2.1.M","THALES DIS FRANCE SA","FR","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","TACHOGRAPHCARD_V1.02,TC_PP","08/16/2022","08/16/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_38fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2022_38en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP 4.5 P71","NXP Semiconductors","NL","EAL6+,ALC_FLR.1,ASE_TSS.2","JAVA_OC","08/02/2022","08/02/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0313985-CR-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0313985-STLite-v1.4.pdf","10/13/2023","Assurance Continuity Maintenance Report JCOP 4.5 P71","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0313985_1MA2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0313985-STlite_v2.1.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP 4.5 P71","NXP Semiconductors","NL","EAL6+,ALC_FLR.1,ASE_TSS.2","JAVA_OC","08/02/2022","08/02/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0313985-CR-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0313985-STLite-v1.4.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Rambus AES-ECB-DPA-FIA cores HW3.0","Rambus Inc.","NL","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","","07/29/2022","07/29/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0397779-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST-lite][revC]AES-ECB-32-DPA-FIA_V3.0_ST-Lite-RevC).pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Google H1D3 Secure Microcontroller with Crypto Library v1.2.10","Google LLC","NL","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","07/28/2022","07/28/2027","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0228971-cr-final.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0228971-stlitev3.3.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP JCOP 7.0 with eUICC extension on SN300 Secure Element, JCOP 7.0 R1.64.0.2","NXP Semiconductors","NL","EAL4+,ALC_DVS.2,AVA_VAN.5","BSI-PP-0099-V2,UICC_CD","07/28/2022","07/28/2027","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0441505-CR2-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SecurityTarget_JCOPonSN300eUICC_Lite_2022-07-21_16-58 v4.2 (1).pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ORGA 6141 online Version 3.8.2:1.2.0","Worldlline Healthcare GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_TAT.1,AVA_VAN.4","EHCT_V3_6","07/25/2022","07/24/2027","http://www.commoncriteriaportal.org:80/files/epfiles/0519V4a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0519V4b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Digital Identity 1.0.A PACE, EAC on MultiApp V5.0.A (version 1.0.A)","THALES DIS FRANCE SA","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3","07/12/2022","07/12/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_22fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2022_22en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3FV9RR/S3FV9RQ/S3FV9RP/S3FV9RK 32-bit RISC Microcontroller for Smart Card with optional AE1 Secure Libraries including specific IC Dedicated software (Référence: S3FV9RR_20220407)","SAMSUNG ELECTRONICS INC.","FR","EAL6,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","07/12/2022","07/12/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi__2021_34-r01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_34-r01.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3NSN4V 32-bit RISC Microcontroller for Smart Card including specific IC Dedicated software (Référence : S3NSN4V_20220407)","SAMSUNG ELECTRONICS INC.","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","07/12/2022","07/12/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_35-r01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_35-r01en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3NSEN4/S3NSEN3 with Bootloader & system API v1.1, DTRNG FRO M libraries v2.2, v3.3 & PTG.1 DTRNG FROM library v1.4 (Revision 1)","SAMSUNG ELECTRONICS INC.","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","07/06/2022","07/06/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_30-r01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_30-r01.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Samsung S3FV9QM/S3FV9QK 32-bit RISC Microcontroller for Smart Card with optional Secure RSA/ECC/SHA Libraries including specific IC Dedicated Software (Référence : S3FV9QM_20220504, Version 3)","SAMSUNG ELECTRONICS INC.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","07/06/2022","07/06/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_02-r01fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-cc-2021_02-r01en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Secure Element S3B512C/SC3512C (32-bit RISC Microcontroller) with optional AT1 Secure Library and Fingerprint Library including specific IC Dedicated software","SAMSUNG ELECTRONICS INC.","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","07/06/2022","07/06/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_62-r01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible-anssi-cc-2021_62-r01.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller N7122 with IC Dedicated Software and Crypto Library (R1)","NXP Semiconductors Germany GmbH","DE","EAL6+,ALC_FLR.1,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","06/30/2022","06/29/2027","http://www.commoncriteriaportal.org:80/files/epfiles/1149a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1149b_pdf.pdf","","","",""
